Against	Beneficiary	TotalCount	TotalYards
Chicago	Detroit	13	97
Detroit	Chicago	8	58
LA Chargers	Kansas City	9	61
Kansas City	LA Chargers	7	71
Miami	Buffalo	7	60
Buffalo	Miami	3	28
Green Bay	Carolina	6	28
Carolina	Green Bay	5	40
Cleveland	Baltimore	6	35
Baltimore	Cleveland	7	57
Houston	Jacksonville	14	127
Jacksonville	Houston	8	54
Minnesota	Cincinnati	11	93
Cincinnati	Minnesota	5	44
N.Y. Jets	New Orleans	8	50
New Orleans	N.Y. Jets	8	92
Philadelphia	N.Y. Giants	7	44
N.Y. Giants	Philadelphia	5	67
Arizona	Washington	8	71
Washington	Arizona	7	82
Seattle	LA Rams	9	60
LA Rams	Seattle	3	25
Pittsburgh	New England	6	63
New England	Pittsburgh	2	4
San Francisco	Tennessee	7	70
Tennessee	San Francisco	3	22
Dallas	Oakland	7	100
Oakland	Dallas	14	105
Atlanta	Tampa Bay	6	60
Tampa Bay	Atlanta	7	53
Baltimore	Indianapolis	5	25
Indianapolis	Baltimore	2	19
Green Bay	Minnesota	6	79
Minnesota	Green Bay	2	10
Tampa Bay	Carolina	12	72
Carolina	Tampa Bay	6	50
Cleveland	Chicago	8	60
Chicago	Cleveland	4	25
Cincinnati	Detroit	5	60
Detroit	Cincinnati	9	74
Miami	Kansas City	11	75
Kansas City	Miami	5	40
Buffalo	New England	4	83
New England	Buffalo	2	10
Atlanta	New Orleans	10	91
New Orleans	Atlanta	3	30
N.Y. Jets	LA Chargers	5	34
LA Chargers	N.Y. Jets	8	80
LA Rams	Tennessee	5	44
Tennessee	LA Rams	5	54
Washington	Denver	6	35
Denver	Washington	3	30
San Francisco	Jacksonville	8	68
Jacksonville	San Francisco	12	99
N.Y. Giants	Arizona	10	101
Arizona	N.Y. Giants	6	45
Dallas	Seattle	7	75
Seattle	Dallas	11	142
Houston	Pittsburgh	7	80
Pittsburgh	Houston	4	24
Oakland	Philadelphia	7	50
Philadelphia	Oakland	8	60
Atlanta	Carolina	7	60
Carolina	Atlanta	5	35
Baltimore	Cincinnati	5	47
Cincinnati	Baltimore	6	60
Detroit	Green Bay	5	62
Green Bay	Detroit	8	68
Houston	Indianapolis	7	34
Indianapolis	Houston	4	20
Miami	Buffalo	14	145
Buffalo	Miami	6	45
Chicago	Minnesota	10	116
Minnesota	Chicago	12	103
N.Y. Jets	New England	9	84
New England	N.Y. Jets	4	49
N.Y. Giants	Washington	3	25
Washington	N.Y. Giants	4	35
Dallas	Philadelphia	7	64
Philadelphia	Dallas	7	49
Cleveland	Pittsburgh	9	77
Pittsburgh	Cleveland	3	15
New Orleans	Tampa Bay	7	38
Tampa Bay	New Orleans	2	15
Jacksonville	Tennessee	6	41
Tennessee	Jacksonville	2	15
Denver	Kansas City	4	30
Kansas City	Denver	4	40
LA Chargers	Oakland	7	65
Oakland	LA Chargers	6	85
LA Rams	San Francisco	6	46
San Francisco	LA Rams	4	23
Seattle	Arizona	8	100
Arizona	Seattle	4	25
Kansas City	Tennessee	8	68
Tennessee	Kansas City	8	50
Atlanta	LA Rams	4	51
LA Rams	Atlanta	5	45
Buffalo	Jacksonville	5	52
Jacksonville	Buffalo	5	34
Carolina	New Orleans	2	18
New Orleans	Carolina	7	96
Atlanta	Philadelphia	4	73
Philadelphia	Atlanta	4	24
Tennessee	New England	10	62
New England	Tennessee	4	37
Pittsburgh	Jacksonville	4	25
Jacksonville	Pittsburgh	3	40
New Orleans	Minnesota	7	97
Minnesota	New Orleans	4	30
Jacksonville	New England	6	98
New England	Jacksonville	1	10
Philadelphia	Minnesota	4	55
Minnesota	Philadelphia	2	19
Philadelphia	New England	6	35
New England	Philadelphia	1	5
Atlanta	Philadelphia	15	135
Philadelphia	Atlanta	11	101
Buffalo	Baltimore	10	100
Baltimore	Buffalo	9	78
Cleveland	Pittsburgh	11	87
Pittsburgh	Cleveland	12	116
Indianapolis	Cincinnati	7	91
Cincinnati	Indianapolis	8	94
Miami	Tennessee	7	51
Tennessee	Miami	5	48
Minnesota	San Francisco	7	52
San Francisco	Minnesota	3	21
New England	Houston	6	36
Houston	New England	6	44
Tampa Bay	New Orleans	7	70
New Orleans	Tampa Bay	8	77
Jacksonville	N.Y. Giants	11	119
N.Y. Giants	Jacksonville	6	43
Kansas City	LA Chargers	6	50
LA Chargers	Kansas City	7	45
Arizona	Washington	9	67
Washington	Arizona	9	63
Dallas	Carolina	10	85
Carolina	Dallas	9	80
Denver	Seattle	7	60
Seattle	Denver	7	45
Green Bay	Chicago	8	72
Chicago	Green Bay	5	35
N.Y. Jets	Detroit	7	49
Detroit	N.Y. Jets	3	15
LA Rams	Oakland	8	70
Oakland	LA Rams	11	155
Cincinnati	Baltimore	9	92
Baltimore	Cincinnati	7	51
Atlanta	Carolina	2	26
Carolina	Atlanta	7	49
Buffalo	LA Chargers	6	31
LA Chargers	Buffalo	6	45
Minnesota	Green Bay	8	70
Green Bay	Minnesota	7	54
Cleveland	New Orleans	4	43
New Orleans	Cleveland	4	53
N.Y. Jets	Miami	7	50
Miami	N.Y. Jets	2	10
Pittsburgh	Kansas City	12	90
Kansas City	Pittsburgh	12	76
Philadelphia	Tampa Bay	6	55
Tampa Bay	Philadelphia	4	44
Houston	Tennessee	11	88
Tennessee	Houston	8	70
Indianapolis	Washington	6	26
Washington	Indianapolis	7	90
Arizona	LA Rams	9	47
LA Rams	Arizona	5	49
San Francisco	Detroit	9	86
Detroit	San Francisco	10	105
Denver	Oakland	6	35
Oakland	Denver	4	30
Jacksonville	New England	7	71
New England	Jacksonville	2	25
Dallas	N.Y. Giants	6	47
N.Y. Giants	Dallas	3	24
Seattle	Chicago	5	37
Chicago	Seattle	7	55
Cleveland	N.Y. Jets	5	41
N.Y. Jets	Cleveland	6	55
Atlanta	New Orleans	5	54
New Orleans	Atlanta	11	120
Denver	Baltimore	13	120
Baltimore	Denver	7	52
Carolina	Cincinnati	3	17
Cincinnati	Carolina	4	36
Houston	N.Y. Giants	7	50
N.Y. Giants	Houston	3	20
Jacksonville	Tennessee	8	75
Tennessee	Jacksonville	4	30
Kansas City	San Francisco	6	48
San Francisco	Kansas City	14	147
Oakland	Miami	8	38
Miami	Oakland	9	74
Minnesota	Buffalo	6	59
Buffalo	Minnesota	12	84
Indianapolis	Philadelphia	11	77
Philadelphia	Indianapolis	10	110
Green Bay	Washington	11	115
Washington	Green Bay	6	66
LA Chargers	LA Rams	4	30
LA Rams	LA Chargers	6	64
Chicago	Arizona	7	45
Arizona	Chicago	6	43
Seattle	Dallas	10	67
Dallas	Seattle	7	55
Detroit	New England	6	70
New England	Detroit	5	38
Pittsburgh	Tampa Bay	13	155
Tampa Bay	Pittsburgh	9	80
LA Rams	Minnesota	2	15
Minnesota	LA Rams	4	35
Cincinnati	Atlanta	6	55
Atlanta	Cincinnati	10	95
Tampa Bay	Chicago	11	99
Chicago	Tampa Bay	4	38
Detroit	Dallas	8	58
Dallas	Detroit	2	20
Green Bay	Buffalo	5	60
Buffalo	Green Bay	3	20
Houston	Indianapolis	10	54
Indianapolis	Houston	10	85
N.Y. Jets	Jacksonville	6	43
Jacksonville	N.Y. Jets	9	89
Miami	New England	10	89
New England	Miami	6	57
Tennessee	Philadelphia	4	30
Philadelphia	Tennessee	8	77
Seattle	Arizona	8	57
Arizona	Seattle	5	38
Cleveland	Oakland	8	55
Oakland	Cleveland	6	65
San Francisco	LA Chargers	4	29
LA Chargers	San Francisco	5	49
New Orleans	N.Y. Giants	5	51
N.Y. Giants	New Orleans	6	67
Pittsburgh	Baltimore	5	40
Baltimore	Pittsburgh	7	50
Denver	Kansas City	3	25
Kansas City	Denver	10	93
New England	Indianapolis	7	50
Indianapolis	New England	4	35
Buffalo	Tennessee	4	30
Tennessee	Buffalo	5	40
Carolina	N.Y. Giants	4	22
N.Y. Giants	Carolina	8	62
Miami	Cincinnati	9	85
Cincinnati	Miami	6	47
Cleveland	Baltimore	10	66
Baltimore	Cleveland	4	41
Detroit	Green Bay	8	71
Green Bay	Detroit	12	112
Kansas City	Jacksonville	11	105
Jacksonville	Kansas City	5	45
Denver	N.Y. Jets	6	45
N.Y. Jets	Denver	4	33
Atlanta	Pittsburgh	7	75
Pittsburgh	Atlanta	7	58
Oakland	LA Chargers	7	55
LA Chargers	Oakland	9	82
Minnesota	Philadelphia	4	23
Philadelphia	Minnesota	8	52
Arizona	San Francisco	5	46
San Francisco	Arizona	9	65
Seattle	LA Rams	7	50
LA Rams	Seattle	7	45
Dallas	Houston	7	72
Houston	Dallas	5	25
Washington	New Orleans	6	38
New Orleans	Washington	4	45
N.Y. Giants	Philadelphia	5	61
Philadelphia	N.Y. Giants	4	25
Atlanta	Tampa Bay	5	30
Tampa Bay	Atlanta	4	20
Pittsburgh	Cincinnati	9	69
Cincinnati	Pittsburgh	6	30
Cleveland	LA Chargers	6	53
LA Chargers	Cleveland	10	72
Houston	Buffalo	6	50
Buffalo	Houston	12	104
Chicago	Miami	6	58
Miami	Chicago	7	67
Arizona	Minnesota	5	30
Minnesota	Arizona	9	52
Indianapolis	N.Y. Jets	8	66
N.Y. Jets	Indianapolis	7	49
Oakland	Seattle	5	38
Seattle	Oakland	8	64
Carolina	Washington	8	55
Washington	Carolina	5	43
Denver	LA Rams	6	61
LA Rams	Denver	10	81
Jacksonville	Dallas	4	30
Dallas	Jacksonville	3	25
Baltimore	Tennessee	10	70
Tennessee	Baltimore	4	35
Kansas City	New England	5	58
New England	Kansas City	0	0
San Francisco	Green Bay	2	10
Green Bay	San Francisco	6	54
Arizona	Denver	7	45
Denver	Arizona	5	50
Tennessee	LA Chargers	4	32
LA Chargers	Tennessee	4	31
Baltimore	New Orleans	5	54
New Orleans	Baltimore	6	52
New England	Chicago	7	64
Chicago	New England	5	40
Indianapolis	Buffalo	4	35
Buffalo	Indianapolis	7	59
Houston	Jacksonville	6	35
Jacksonville	Houston	2	15
Kansas City	Cincinnati	8	50
Cincinnati	Kansas City	8	58
Detroit	Miami	6	43
Miami	Detroit	4	50
N.Y. Jets	Minnesota	8	71
Minnesota	N.Y. Jets	6	55
Carolina	Philadelphia	5	78
Philadelphia	Carolina	4	35
Tampa Bay	Cleveland	8	65
Cleveland	Tampa Bay	14	114
Dallas	Washington	8	65
Washington	Dallas	5	35
San Francisco	LA Rams	2	10
LA Rams	San Francisco	1	10
Atlanta	N.Y. Giants	5	29
N.Y. Giants	Atlanta	4	58
Miami	Houston	5	63
Houston	Miami	8	57
Philadelphia	Jacksonville	4	36
Jacksonville	Philadelphia	5	45
Baltimore	Carolina	9	68
Carolina	Baltimore	4	30
N.Y. Jets	Chicago	8	45
Chicago	N.Y. Jets	2	25
Tampa Bay	Cincinnati	11	75
Cincinnati	Tampa Bay	4	46
Seattle	Detroit	7	111
Detroit	Seattle	4	32
Kansas City	Denver	7	50
Denver	Kansas City	10	83
Washington	N.Y. Giants	8	90
N.Y. Giants	Washington	11	102
Cleveland	Pittsburgh	7	52
Pittsburgh	Cleveland	8	60
Indianapolis	Oakland	10	77
Oakland	Indianapolis	10	79
Arizona	San Francisco	9	62
San Francisco	Arizona	5	59
Green Bay	LA Rams	2	10
LA Rams	Green Bay	2	15
Minnesota	New Orleans	6	54
New Orleans	Minnesota	7	64
New England	Buffalo	5	33
Buffalo	New England	6	51
Oakland	San Francisco	6	40
San Francisco	Oakland	3	23
Pittsburgh	Baltimore	8	103
Baltimore	Pittsburgh	5	25
Chicago	Buffalo	14	129
Buffalo	Chicago	10	163
Tampa Bay	Carolina	8	49
Carolina	Tampa Bay	9	84
Cleveland	Kansas City	4	20
Kansas City	Cleveland	11	86
Miami	N.Y. Jets	5	55
N.Y. Jets	Miami	5	45
Detroit	Minnesota	8	66
Minnesota	Detroit	3	15
Washington	Atlanta	10	147
Atlanta	Washington	7	50
Houston	Denver	7	60
Denver	Houston	8	50
Seattle	LA Chargers	10	83
LA Chargers	Seattle	12	105
LA Rams	New Orleans	4	32
New Orleans	LA Rams	2	20
Green Bay	New England	7	63
New England	Green Bay	5	30
Tennessee	Dallas	3	20
Dallas	Tennessee	6	52
Carolina	Pittsburgh	5	42
Pittsburgh	Carolina	1	24
Chicago	Detroit	6	46
Detroit	Chicago	6	41
New Orleans	Cincinnati	1	5
Cincinnati	New Orleans	4	26
Cleveland	Atlanta	7	38
Atlanta	Cleveland	1	5
Miami	Green Bay	3	10
Green Bay	Miami	6	45
Indianapolis	Jacksonville	7	45
Jacksonville	Indianapolis	8	61
Kansas City	Arizona	8	63
Arizona	Kansas City	3	30
Buffalo	N.Y. Jets	4	30
N.Y. Jets	Buffalo	1	10
Tampa Bay	Washington	5	50
Washington	Tampa Bay	8	52
New England	Tennessee	4	31
Tennessee	New England	4	35
Oakland	LA Chargers	6	55
LA Chargers	Oakland	6	70
Seattle	LA Rams	7	56
LA Rams	Seattle	10	102
Dallas	Philadelphia	5	37
N.Y. Giants	San Francisco	8	78
San Francisco	N.Y. Giants	10	97
Seattle	Green Bay	6	30
Green Bay	Seattle	5	80
Atlanta	Dallas	2	15
Dallas	Atlanta	2	20
Cincinnati	Baltimore	7	58
Baltimore	Cincinnati	5	31
Chicago	Minnesota	5	46
Minnesota	Chicago	4	50
Carolina	Detroit	2	15
Detroit	Carolina	1	5
Indianapolis	Tennessee	7	60
Tennessee	Indianapolis	8	112
N.Y. Giants	Tampa Bay	8	60
Tampa Bay	N.Y. Giants	4	40
Houston	Washington	7	40
Washington	Houston	6	43
Oakland	Arizona	4	20
Arizona	Oakland	7	62
LA Chargers	Denver	14	120
Denver	LA Chargers	7	43
Philadelphia	New Orleans	6	49
New Orleans	Philadelphia	8	69
Jacksonville	Pittsburgh	11	111
Pittsburgh	Jacksonville	3	15
Kansas City	LA Rams	13	135
LA Rams	Kansas City	8	60
Chicago	Detroit	3	20
Detroit	Chicago	5	54
Dallas	Washington	4	30
Washington	Dallas	4	25
Atlanta	New Orleans	2	26
New Orleans	Atlanta	3	19
Baltimore	Oakland	6	45
Oakland	Baltimore	4	24
Buffalo	Jacksonville	13	80
Jacksonville	Buffalo	10	90
Seattle	Carolina	4	36
Carolina	Seattle	3	30
Cincinnati	Cleveland	13	96
Cleveland	Cincinnati	7	61
Indianapolis	Miami	7	52
Miami	Indianapolis	10	75
N.Y. Jets	New England	8	47
New England	N.Y. Jets	11	105
N.Y. Giants	Philadelphia	11	91
Philadelphia	N.Y. Giants	7	46
Tampa Bay	San Francisco	9	70
San Francisco	Tampa Bay	8	68
LA Chargers	Arizona	4	30
Arizona	LA Chargers	3	35
Pittsburgh	Denver	5	34
Denver	Pittsburgh	6	50
Minnesota	Green Bay	6	55
Green Bay	Minnesota	4	20
Houston	Tennessee	3	53
Tennessee	Houston	7	50
New Orleans	Dallas	5	48
Dallas	New Orleans	8	80
Baltimore	Atlanta	9	88
Atlanta	Baltimore	8	82
Denver	Cincinnati	7	60
Cincinnati	Denver	12	100
Detroit	LA Rams	8	54
LA Rams	Detroit	7	105
Green Bay	Arizona	7	43
Arizona	Green Bay	7	49
Cleveland	Houston	6	45
Houston	Cleveland	5	77
Jacksonville	Indianapolis	8	74
Indianapolis	Jacksonville	6	65
Buffalo	Miami	13	120
Miami	Buffalo	8	89
Chicago	N.Y. Giants	8	58
N.Y. Giants	Chicago	12	107
Pittsburgh	LA Chargers	7	59
LA Chargers	Pittsburgh	5	80
Carolina	Tampa Bay	7	104
Tampa Bay	Carolina	9	69
Oakland	Kansas City	8	74
Kansas City	Oakland	11	94
Tennessee	N.Y. Jets	8	75
N.Y. Jets	Tennessee	11	96
New England	Minnesota	7	60
Minnesota	New England	5	55
Seattle	San Francisco	10	100
San Francisco	Seattle	13	128
Philadelphia	Washington	5	38
Washington	Philadelphia	10	69
Jacksonville	Tennessee	7	67
Tennessee	Jacksonville	3	30
Buffalo	N.Y. Jets	7	47
N.Y. Jets	Buffalo	7	93
Chicago	LA Rams	6	45
LA Rams	Chicago	9	57
Carolina	Cleveland	10	68
Cleveland	Carolina	7	52
Atlanta	Green Bay	13	101
Green Bay	Atlanta	6	37
Houston	Indianapolis	7	35
Indianapolis	Houston	9	59
Baltimore	Kansas City	11	112
Kansas City	Baltimore	7	53
New England	Miami	5	30
Miami	New England	7	81
New Orleans	Tampa Bay	6	51
Tampa Bay	New Orleans	10	84
N.Y. Giants	Washington	2	18
Washington	N.Y. Giants	15	135
LA Chargers	Cincinnati	6	38
Cincinnati	LA Chargers	6	34
San Francisco	Denver	11	87
Denver	San Francisco	11	62
Arizona	Detroit	8	83
Detroit	Arizona	7	68
Philadelphia	Dallas	5	49
Dallas	Philadelphia	11	111
Oakland	Pittsburgh	13	130
Pittsburgh	Oakland	2	14
Minnesota	Seattle	4	51
Seattle	Minnesota	4	45
Kansas City	LA Chargers	10	66
LA Chargers	Kansas City	7	50
Houston	N.Y. Jets	5	43
N.Y. Jets	Houston	9	60
Denver	Cleveland	8	51
Cleveland	Denver	6	75
Atlanta	Arizona	6	50
Arizona	Atlanta	8	75
Tampa Bay	Baltimore	6	58
Baltimore	Tampa Bay	8	70
Buffalo	Detroit	3	20
Detroit	Buffalo	4	81
Chicago	Green Bay	4	24
Green Bay	Chicago	7	48
Cincinnati	Oakland	9	85
Oakland	Cincinnati	8	90
Indianapolis	Dallas	6	55
Dallas	Indianapolis	9	74
Washington	Jacksonville	6	48
Jacksonville	Washington	8	55
Minnesota	Miami	6	45
Miami	Minnesota	8	49
N.Y. Giants	Tennessee	10	58
Tennessee	N.Y. Giants	4	35
San Francisco	Seattle	8	66
Seattle	San Francisco	14	148
New England	Pittsburgh	14	106
Pittsburgh	New England	4	40
LA Rams	Philadelphia	5	50
Philadelphia	LA Rams	6	49
New Orleans	Carolina	9	80
Carolina	New Orleans	4	48
Tennessee	Washington	2	10
Washington	Tennessee	8	49
LA Chargers	Baltimore	8	69
Baltimore	LA Chargers	4	40
Indianapolis	N.Y. Giants	6	29
N.Y. Giants	Indianapolis	6	24
Miami	Jacksonville	10	95
Jacksonville	Miami	10	97
Carolina	Atlanta	10	86
Atlanta	Carolina	4	41
Cleveland	Cincinnati	6	57
Cincinnati	Cleveland	3	15
Tampa Bay	Dallas	9	72
Dallas	Tampa Bay	10	67
Minnesota	Detroit	11	78
Detroit	Minnesota	7	55
New England	Buffalo	5	49
Buffalo	New England	3	29
N.Y. Jets	Green Bay	16	172
Green Bay	N.Y. Jets	10	86
Houston	Philadelphia	10	61
Philadelphia	Houston	11	105
Arizona	LA Rams	7	54
LA Rams	Arizona	6	66
Chicago	San Francisco	4	30
San Francisco	Chicago	6	45
New Orleans	Pittsburgh	9	91
Pittsburgh	New Orleans	6	79
Seattle	Kansas City	3	20
Kansas City	Seattle	8	76
Denver	Oakland	11	91
Oakland	Denver	6	50
Baltimore	Cleveland	10	65
Cleveland	Baltimore	4	35
Miami	Buffalo	4	35
Buffalo	Miami	3	24
Green Bay	Detroit	5	38
Detroit	Green Bay	3	34
Houston	Jacksonville	2	15
Jacksonville	Houston	8	68
Kansas City	Oakland	4	50
Oakland	Kansas City	4	22
Chicago	Minnesota	11	102
Minnesota	Chicago	3	30
New England	N.Y. Jets	4	30
N.Y. Jets	New England	4	30
Carolina	New Orleans	2	10
New Orleans	Carolina	6	94
N.Y. Giants	Dallas	11	78
Dallas	N.Y. Giants	6	46
Pittsburgh	Cincinnati	9	70
Cincinnati	Pittsburgh	9	85
Atlanta	Tampa Bay	9	85
Tampa Bay	Atlanta	3	30
Indianapolis	Tennessee	12	96
Tennessee	Indianapolis	9	75
Washington	Philadelphia	2	15
Philadelphia	Washington	5	25
Denver	LA Chargers	11	99
LA Chargers	Denver	6	51
San Francisco	LA Rams	5	41
LA Rams	San Francisco	6	57
Seattle	Arizona	1	10
Arizona	Seattle	3	20
Houston	Indianapolis	8	67
Indianapolis	Houston	2	10
Dallas	Seattle	6	36
Seattle	Dallas	5	36
Baltimore	LA Chargers	7	41
LA Chargers	Baltimore	5	35
Philadelphia	Chicago	3	25
Chicago	Philadelphia	3	52
Kansas City	Indianapolis	6	54
Indianapolis	Kansas City	10	70
Dallas	LA Rams	4	26
LA Rams	Dallas	4	41
LA Chargers	New England	5	33
New England	LA Chargers	9	75
New Orleans	Philadelphia	11	84
Philadelphia	New Orleans	4	30
LA Rams	New Orleans	7	64
New Orleans	LA Rams	3	20
New England	Kansas City	6	61
Kansas City	New England	4	28
LA Rams	New England	9	65
New England	LA Rams	3	20
Green Bay	Chicago	10	71
Chicago	Green Bay	10	107
LA Rams	Carolina	5	43
Carolina	LA Rams	6	46
Cleveland	Tennessee	18	182
Tennessee	Cleveland	6	54
Jacksonville	Kansas City	10	71
Kansas City	Jacksonville	5	55
Miami	Baltimore	9	64
Baltimore	Miami	4	40
Minnesota	Atlanta	11	100
Atlanta	Minnesota	9	78
N.Y. Jets	Buffalo	8	67
Buffalo	N.Y. Jets	7	55
Philadelphia	Washington	6	55
Washington	Philadelphia	12	96
Indianapolis	LA Chargers	3	10
LA Chargers	Indianapolis	3	20
Cincinnati	Seattle	7	57
Seattle	Cincinnati	8	55
Arizona	Detroit	7	35
Detroit	Arizona	9	59
Dallas	N.Y. Giants	6	47
N.Y. Giants	Dallas	8	70
San Francisco	Tampa Bay	11	87
Tampa Bay	San Francisco	8	87
New England	Pittsburgh	7	55
Pittsburgh	New England	6	54
Houston	New Orleans	8	69
New Orleans	Houston	7	48
Oakland	Denver	9	62
Denver	Oakland	6	44
Tampa Bay	Carolina	12	66
Carolina	Tampa Bay	5	50
Arizona	Baltimore	8	70
Baltimore	Arizona	10	62
Cincinnati	San Francisco	7	60
San Francisco	Cincinnati	9	75
Detroit	LA Chargers	8	71
LA Chargers	Detroit	9	70
Green Bay	Minnesota	6	35
Minnesota	Green Bay	8	100
Houston	Jacksonville	7	47
Jacksonville	Houston	9	70
Miami	New England	4	22
New England	Miami	5	54
N.Y. Giants	Buffalo	7	40
Buffalo	N.Y. Giants	9	65
Seattle	Pittsburgh	10	93
Pittsburgh	Seattle	5	78
Indianapolis	Tennessee	8	65
Tennessee	Indianapolis	5	75
Washington	Dallas	6	44
Dallas	Washington	8	67
Kansas City	Oakland	10	114
Oakland	Kansas City	7	52
Chicago	Denver	7	69
Denver	Chicago	10	81
New Orleans	LA Rams	11	87
LA Rams	New Orleans	8	65
Atlanta	Philadelphia	10	58
Philadelphia	Atlanta	7	60
N.Y. Jets	Cleveland	12	89
Cleveland	N.Y. Jets	9	85
Jacksonville	Tennessee	4	30
Tennessee	Jacksonville	9	101
Buffalo	Cincinnati	7	55
Cincinnati	Buffalo	8	54
Dallas	Miami	8	100
Miami	Dallas	5	35
Denver	Green Bay	3	27
Green Bay	Denver	7	53
Atlanta	Indianapolis	16	128
Indianapolis	Atlanta	4	39
Kansas City	Baltimore	4	31
Baltimore	Kansas City	7	60
Oakland	Minnesota	7	84
Minnesota	Oakland	6	59
N.Y. Jets	New England	5	67
New England	N.Y. Jets	8	70
Detroit	Philadelphia	9	61
Philadelphia	Detroit	4	30
Arizona	Carolina	7	52
Carolina	Arizona	3	35
N.Y. Giants	Tampa Bay	6	59
Tampa Bay	N.Y. Giants	4	30
LA Chargers	Houston	7	69
Houston	LA Chargers	6	65
Seattle	New Orleans	7	53
New Orleans	Seattle	11	70
Pittsburgh	San Francisco	6	42
San Francisco	Pittsburgh	5	71
Cleveland	LA Rams	8	60
LA Rams	Cleveland	7	50
Washington	Chicago	9	61
Chicago	Washington	9	59
Philadelphia	Green Bay	9	93
Green Bay	Philadelphia	5	50
Tennessee	Atlanta	5	77
Atlanta	Tennessee	7	50
Cleveland	Baltimore	6	41
Baltimore	Cleveland	3	15
New England	Buffalo	8	58
Buffalo	New England	8	76
Kansas City	Detroit	7	51
Detroit	Kansas City	8	48
Houston	Carolina	7	81
Carolina	Houston	6	35
Indianapolis	Oakland	5	35
Oakland	Indianapolis	11	80
LA Chargers	Miami	10	89
Miami	LA Chargers	5	53
N.Y. Giants	Washington	5	45
Washington	N.Y. Giants	12	58
Arizona	Seattle	7	44
Seattle	Arizona	7	65
LA Rams	Tampa Bay	13	106
Tampa Bay	LA Rams	12	99
Minnesota	Chicago	7	68
Chicago	Minnesota	7	50
Jacksonville	Denver	12	104
Denver	Jacksonville	5	48
New Orleans	Dallas	9	80
Dallas	New Orleans	6	64
Cincinnati	Pittsburgh	8	60
Pittsburgh	Cincinnati	4	37
Seattle	LA Rams	5	45
LA Rams	Seattle	6	45
Jacksonville	Carolina	9	84
Carolina	Jacksonville	8	70
Arizona	Cincinnati	12	96
Cincinnati	Arizona	7	60
Houston	Atlanta	9	89
Atlanta	Houston	7	63
Tampa Bay	New Orleans	4	30
New Orleans	Tampa Bay	6	40
Minnesota	N.Y. Giants	12	112
N.Y. Giants	Minnesota	5	45
Oakland	Chicago	6	69
Chicago	Oakland	10	75
N.Y. Jets	Philadelphia	9	52
Philadelphia	N.Y. Jets	9	76
Pittsburgh	Baltimore	11	76
Baltimore	Pittsburgh	11	92
Tennessee	Buffalo	8	60
Buffalo	Tennessee	11	78
New England	Washington	7	55
Washington	New England	6	72
LA Chargers	Denver	4	43
Denver	LA Chargers	12	122
Green Bay	Dallas	9	78
Dallas	Green Bay	11	124
Kansas City	Indianapolis	11	125
Indianapolis	Kansas City	7	50
Cleveland	San Francisco	7	55
San Francisco	Cleveland	4	34
N.Y. Giants	New England	5	40
New England	N.Y. Giants	3	20
Tampa Bay	Carolina	9	70
Carolina	Tampa Bay	3	30
Baltimore	Cincinnati	10	81
Cincinnati	Baltimore	4	20
Seattle	Cleveland	10	65
Cleveland	Seattle	9	83
Jacksonville	New Orleans	2	15
New Orleans	Jacksonville	3	35
Kansas City	Houston	11	79
Houston	Kansas City	10	70
Washington	Miami	6	56
Miami	Washington	5	45
Philadelphia	Minnesota	7	49
Minnesota	Philadelphia	4	30
Arizona	Atlanta	8	57
Atlanta	Arizona	8	72
LA Rams	San Francisco	8	59
San Francisco	LA Rams	4	30
Tennessee	Denver	6	40
Denver	Tennessee	8	51
N.Y. Jets	Dallas	8	105
Dallas	N.Y. Jets	9	68
Pittsburgh	LA Chargers	6	45
LA Chargers	Pittsburgh	8	74
Detroit	Green Bay	8	50
Green Bay	Detroit	6	48
Kansas City	Denver	6	46
Denver	Kansas City	4	33
LA Rams	Atlanta	5	24
Atlanta	LA Rams	5	48
Miami	Buffalo	6	55
Buffalo	Miami	9	83
